index,sigmas,mu
3636,0.41136,-325.32803
3637,0.0,-322.06824
3638,0.0,-322.06824
3639,3.80508,-321.4163
3640,3.80508,-321.4163
3641,3.80508,-321.4163
3642,3.80508,-321.4163
3643,3.80508,-321.4163
3644,3.80508,-321.4163
3645,3.80508,-321.4163
3646,3.90792,-323.37216
3647,3.90792,-323.37216
3648,3.90792,-323.37216
3649,3.90792,-323.37216
3650,3.90792,-323.37216
3651,3.90792,-323.37216
3652,3.90792,-323.37216
3653,3.5994,-323.37216
3654,3.5994,-323.37216
3655,3.5994,-323.37216
3656,3.5994,-323.37216
3657,3.39372,-323.37216
3658,3.39372,-323.37216
3659,3.39372,-323.37216
3660,3.39372,-323.37216
3661,3.39372,-323.37216
3662,4.1136,-325.32803
3663,1.23408,-325.98
3664,1.23408,-325.98
3665,1.23408,-325.98
3666,0.0,-324.6761
3667,0.0,-324.6761
3668,0.0,-324.6761
3669,0.0,-325.32803
3670,0.0,-325.32803
3671,0.0,-325.32803
3672,0.5142,-322.06824
3673,0.5142,-322.06824
3674,0.5142,-322.06824
3675,0.5142,-322.06824
3676,2.26248,-325.32803
3677,2.26248,-325.32803
3678,0.0,-329.89175
3679,0.0,-329.89175
3680,0.0,-331.19568
3681,0.0,-324.0241
3682,0.0,-324.0241
3683,0.82272,-324.6761
3684,0.82272,-324.6761
3685,0.82272,-324.6761
3686,1.95396,-322.06824
3687,3.18804,-322.7202
3688,3.18804,-322.7202
3689,3.39372,-326.63196
3690,3.39372,-326.63196
3691,4.73064,-326.63196
3692,4.73064,-326.63196
3693,4.21644,-329.2398
3694,4.21644,-329.2398
3695,6.78744,-322.7202
3696,6.78744,-322.7202
3697,6.78744,-322.7202
3698,6.78744,-322.7202
3699,7.09596,-322.06824
3700,7.09596,-322.06824
3701,7.30164,-319.4604
3702,7.30164,-319.4604
3703,7.30164,-319.4604
3704,8.43288,-319.4604
3705,8.43288,-319.4604
3706,8.43288,-319.4604
3707,8.43288,-319.4604
3708,8.43288,-319.4604
3709,6.27324,-320.7643
3710,4.52496,-321.4163
3711,4.52496,-321.4163
3712,4.52496,-321.4163
3713,4.52496,-321.4163
3714,4.52496,-321.4163
3715,5.55336,-326.63196
3716,5.55336,-326.63196
3717,5.55336,-326.63196
3718,5.55336,-326.63196
3719,5.55336,-326.63196
3720,5.55336,-326.63196
3721,6.1704,-324.0241
3722,6.1704,-324.0241
3723,3.5994,-325.32803
3724,2.0568,-324.6761
3725,1.64544,-325.32803
3726,1.64544,-325.32803
3727,1.64544,-325.32803
3728,0.0,-324.6761
3729,0.0,-327.93588
3730,0.0,-327.93588
3731,0.0,-327.93588
3732,0.0,-321.4163
3733,0.0,-328.58783
3734,0.0,-328.58783
3735,0.0,-327.93588
3736,0.0,-327.93588
3737,0.0,-329.89175
3738,0.0,-329.2398
3739,0.0,-329.2398
3740,0.0,-329.2398
3741,0.0,-329.2398
3742,1.85112,-321.4163
3743,1.85112,-321.4163
3744,1.85112,-321.4163
3745,1.85112,-321.4163
3746,1.85112,-321.4163
3747,1.95396,-325.32803
3748,1.95396,-325.32803
3749,1.95396,-325.32803
3750,1.95396,-325.32803
3751,1.95396,-325.32803
3752,1.95396,-325.32803
3753,1.95396,-325.32803
3754,1.95396,-325.32803
3755,1.95396,-325.32803
3756,1.95396,-325.32803
3757,1.95396,-325.32803
3758,1.95396,-325.32803
3759,1.95396,-325.32803
3760,1.95396,-325.32803
3761,2.0568,-323.37216
3762,2.0568,-323.37216
3763,2.0568,-323.37216
3764,1.43976,-327.93588
3765,0.71988,-327.2839
3766,0.71988,-327.2839
3767,3.5994,-325.32803
3768,3.5994,-325.32803
3769,2.0568,-322.06824
3770,0.71988,-321.4163
3771,2.571,-325.98
3772,2.571,-325.98
3773,2.571,-325.98
3774,2.571,-325.98
3775,2.571,-325.98
3776,2.571,-325.98
3777,2.571,-325.98
3778,2.571,-325.98
3779,2.0568,-327.2839
3780,2.0568,-327.2839
3781,2.0568,-327.2839
3782,2.0568,-327.2839
3783,0.92556,-325.98
3784,1.23408,-324.6761
3785,1.23408,-324.6761
3786,1.23408,-324.6761
3787,1.23408,-324.6761
3788,1.23408,-324.6761
3789,1.23408,-324.6761
3790,1.23408,-324.6761
3791,1.23408,-324.6761
3792,1.23408,-324.6761
3793,1.23408,-324.6761
3794,1.23408,-324.6761
3795,0.5142,-324.0241
3796,0.5142,-324.0241
3797,0.5142,-324.0241
3798,0.0,-324.0241
3799,0.0,-324.0241
3800,0.0,-324.0241
3801,0.0,-324.0241
3802,0.0,-324.0241
3803,0.0,-324.0241
3804,1.95396,-320.11237
3805,2.0568,-322.06824
3806,2.0568,-322.06824
3807,2.0568,-322.06824
3808,2.0568,-322.06824
3809,2.0568,-322.06824
3810,0.61704,-328.58783
3811,0.61704,-324.6761
3812,0.0,-325.98
3813,0.0,-325.98
3814,0.0,-325.32803
3815,0.0,-325.32803
3816,0.0,-325.32803
3817,0.0,-325.32803
3818,0.10284,-325.32803
3819,0.10284,-325.32803
3820,0.10284,-325.32803
3821,0.92556,-325.32803
3822,0.30852,-321.4163
3823,0.30852,-321.4163
3824,0.30852,-321.4163
3825,0.30852,-321.4163
3826,0.0,-321.4163
3827,0.0,-321.4163
3828,0.61704,-323.37216
3829,0.61704,-323.37216
3830,0.61704,-323.37216
3831,0.61704,-323.37216
3832,0.61704,-323.37216
3833,1.13124,-320.11237
3834,4.42212,-328.58783
3835,4.42212,-328.58783
3836,3.39372,-327.2839
3837,3.29088,-327.2839
3838,3.90792,-324.6761
3839,3.90792,-327.93588
3840,3.90792,-327.93588
3841,3.90792,-327.93588
3842,2.46816,-326.63196
3843,2.46816,-326.63196
3844,2.46816,-326.63196
3845,2.46816,-326.63196
3846,2.46816,-326.63196
3847,2.36532,-325.32803
3848,2.36532,-325.32803
3849,2.36532,-325.32803
3850,2.36532,-325.32803
3851,2.36532,-325.32803
3852,2.36532,-325.32803
3853,2.36532,-325.32803
3854,2.36532,-325.32803
3855,2.36532,-325.32803
3856,2.36532,-325.32803
3857,2.36532,-325.32803
3858,2.36532,-325.32803
3859,2.36532,-325.32803
3860,3.29088,-327.2839
3861,4.1136,-329.2398
3862,4.1136,-329.2398
3863,3.39372,-324.0241
3864,3.39372,-324.0241
3865,4.21644,-327.93588
3866,4.21644,-327.93588
3867,4.21644,-327.93588
3868,4.83348,-324.6761
3869,4.83348,-324.6761
3870,3.49656,-325.32803
3871,4.31928,-325.32803
3872,4.31928,-325.32803
3873,4.31928,-325.32803
3874,3.18804,-325.32803
3875,3.18804,-325.32803
3876,5.03916,-326.63196
3877,5.03916,-326.63196
3878,5.03916,-326.63196
3879,5.03916,-326.63196
3880,5.03916,-326.63196
3881,3.18804,-322.06824
3882,3.18804,-322.06824
3883,5.86188,-327.2839
3884,5.86188,-327.2839
3885,5.86188,-327.2839
3886,5.86188,-327.2839
3887,5.96472,-324.6761
3888,7.50732,-327.2839
3889,7.50732,-327.2839
3890,7.50732,-327.2839
3891,7.30164,-329.2398
3892,7.30164,-329.2398
3893,7.30164,-329.2398
3894,7.30164,-329.2398
3895,3.90792,-327.93588
3896,2.36532,-327.93588
3897,2.36532,-327.93588
3898,2.0568,-327.93588
3899,3.39372,-327.2839
3900,3.39372,-327.2839
3901,3.39372,-327.2839
3902,4.21644,-327.2839
3903,4.21644,-327.2839
3904,2.36532,-322.7202
3905,2.36532,-322.7202
3906,2.36532,-322.7202
3907,2.36532,-322.7202
3908,2.36532,-322.7202
3909,2.36532,-322.7202
3910,2.36532,-322.7202
3911,2.36532,-322.7202
3912,2.36532,-322.7202
3913,2.571,-324.0241
3914,2.571,-324.0241
3915,2.571,-324.0241
3916,2.98236,-325.32803
3917,2.98236,-325.32803
3918,3.0852,-325.32803
3919,3.0852,-325.32803
3920,1.23408,-325.32803
3921,1.23408,-325.32803
3922,1.23408,-325.32803
3923,2.36532,-328.58783
3924,2.36532,-328.58783
3925,2.36532,-328.58783
3926,2.15964,-321.4163
3927,2.15964,-321.4163
3928,2.15964,-321.4163
3929,2.15964,-321.4163
3930,2.15964,-321.4163
3931,1.33692,-327.2839
3932,3.39372,-327.2839
3933,3.39372,-327.2839
3934,4.6278,-327.2839
3935,4.6278,-327.2839
3936,4.6278,-327.2839
3937,4.6278,-327.2839
3938,4.6278,-327.2839
3939,4.6278,-327.2839
3940,5.75904,-327.2839
3941,5.75904,-327.2839
3942,6.6846,-318.80844
3943,7.61016,-318.1565
3944,6.27324,-318.80844
3945,7.09596,-327.93588
3946,7.09596,-327.93588
3947,7.30164,-325.98
3948,7.30164,-325.98
3949,7.30164,-325.98
3950,7.30164,-325.98
3951,7.30164,-325.98
3952,7.30164,-325.98
3953,7.30164,-325.98
3954,7.30164,-325.98
3955,7.30164,-325.98
3956,7.30164,-325.98
3957,7.40448,-319.4604
3958,7.40448,-319.4604
3959,7.40448,-319.4604
3960,7.40448,-319.4604
3961,6.27324,-318.80844
3962,6.27324,-318.80844
3963,6.06756,-329.89175
3964,6.06756,-329.89175
3965,7.40448,-333.15155
3966,7.40448,-329.89175
3967,6.37608,-320.11237
3968,6.27324,-323.37216
3969,6.27324,-323.37216
3970,6.27324,-323.37216
3971,6.27324,-323.37216
3972,6.27324,-323.37216
3973,6.27324,-323.37216
3974,6.27324,-323.37216
3975,5.55336,-327.93588
3976,6.47892,-325.98
3977,6.47892,-325.98
3978,6.47892,-325.98
3979,5.45052,-319.4604
3980,5.45052,-319.4604
3981,5.45052,-321.4163
3982,5.45052,-321.4163
3983,5.45052,-321.4163
3984,5.45052,-321.4163
3985,5.45052,-321.4163
3986,5.45052,-321.4163
3987,5.45052,-321.4163
3988,5.6562,-333.15155
3989,8.02152,-324.0241
3990,8.53572,-327.2839
3991,8.53572,-327.2839
3992,7.81584,-326.63196
3993,7.81584,-326.63196
3994,6.6846,-324.0241
3995,6.27324,-324.0241
3996,6.27324,-324.0241
3997,6.27324,-324.0241
3998,6.27324,-324.0241
3999,6.27324,-324.0241
4000,5.6562,-327.2839
4001,5.6562,-327.2839
4002,6.06756,-324.6761
4003,6.06756,-324.6761
4004,5.03916,-328.58783
4005,5.03916,-328.58783
4006,5.03916,-328.58783
4007,5.03916,-328.58783
4008,2.98236,-327.93588
4009,2.98236,-327.93588
4010,2.98236,-327.93588
4011,2.98236,-327.93588
4012,2.98236,-327.93588
4013,2.98236,-327.93588
4014,2.98236,-327.93588
4015,2.26248,-320.7643
4016,1.74828,-326.63196
4017,1.74828,-326.63196
4018,1.74828,-326.63196
4019,0.5142,-327.2839
4020,0.61704,-325.98
4021,2.98236,-325.98
4022,2.98236,-325.98
4023,4.6278,-327.2839
4024,4.6278,-327.2839
4025,4.6278,-327.2839
4026,4.73064,-325.98
4027,4.73064,-325.98
4028,6.58176,-327.2839
4029,6.58176,-327.2839
4030,6.37608,-322.7202
4031,5.96472,-322.06824
4032,5.96472,-322.06824
4033,5.86188,-320.7643
4034,5.86188,-320.7643
4035,5.86188,-320.7643
4036,5.86188,-320.7643
4037,5.86188,-320.7643
4038,5.86188,-320.7643
4039,5.75904,-319.4604
4040,5.75904,-319.4604
4041,5.75904,-319.4604
4042,6.6846,-319.4604
4043,6.6846,-319.4604
4044,5.75904,-319.4604
4045,6.06756,-318.80844
4046,6.06756,-318.80844
4047,6.06756,-318.80844
4048,5.96472,-326.63196
4049,6.27324,-325.32803
4050,6.1704,-328.58783
4051,4.42212,-326.63196
4052,4.42212,-326.63196
4053,3.39372,-326.63196
4054,4.73064,-322.7202
4055,4.73064,-322.7202
4056,5.34768,-324.6761
4057,5.34768,-324.6761
4058,5.55336,-322.7202
4059,6.27324,-323.37216
4060,7.81584,-324.6761
4061,7.81584,-324.6761
4062,9.56412,-324.6761
4063,9.56412,-324.6761
4064,9.56412,-324.6761
4065,7.1988,-327.2839
4066,7.40448,-323.37216
4067,7.40448,-323.37216
4068,7.40448,-323.37216
4069,7.40448,-321.4163
4070,7.40448,-321.4163
4071,7.40448,-321.4163
4072,7.40448,-321.4163
4073,7.40448,-321.4163
4074,7.40448,-321.4163
4075,7.40448,-321.4163
4076,7.40448,-321.4163
4077,7.40448,-321.4163
4078,7.40448,-321.4163
4079,7.40448,-321.4163
4080,9.97548,-324.0241
4081,9.97548,-324.0241
4082,9.97548,-324.0241
4083,9.97548,-324.0241
4084,8.7414,-323.37216
4085,8.7414,-323.37216
4086,8.7414,-323.37216
4087,8.7414,-323.37216
4088,9.35844,-329.2398
4089,9.35844,-329.2398
4090,10.18116,-328.58783
4091,10.18116,-328.58783
4092,10.18116,-323.37216
4093,10.18116,-324.0241
4094,10.18116,-324.6761
4095,10.18116,-324.6761
4096,10.18116,-324.6761
4097,9.66696,-325.98
4098,9.66696,-325.98
4099,10.18116,-328.58783
4100,10.18116,-328.58783
4101,9.2556,-331.19568
4102,7.91868,-326.63196
4103,8.12436,-324.6761
4104,8.12436,-324.6761
4105,8.12436,-324.6761
4106,7.81584,-323.37216
4107,4.6278,-327.2839
4108,4.6278,-327.2839
4109,4.6278,-327.2839
4110,6.99312,-325.32803
4111,6.47892,-325.98
4112,6.47892,-325.98
4113,7.30164,-328.58783
4114,7.91868,-328.58783
4115,7.91868,-328.58783
4116,8.7414,-325.98
4117,8.63856,-323.37216
4118,8.63856,-323.37216
4119,6.58176,-321.4163
4120,6.58176,-321.4163
4121,8.33004,-322.7202
4122,8.33004,-322.7202
4123,8.33004,-322.7202
4124,8.33004,-322.7202
4125,8.33004,-322.7202
4126,8.33004,-322.7202
4127,9.7698,-322.7202
4128,10.18116,-325.32803
4129,10.18116,-325.32803
4130,10.18116,-325.32803
4131,10.18116,-325.32803
4132,9.46128,-326.63196
4133,9.46128,-326.63196
4134,9.46128,-326.63196
4135,9.46128,-326.63196
4136,9.46128,-326.63196
4137,9.46128,-326.63196
4138,9.46128,-326.63196
4139,9.97548,-325.32803
4140,9.7698,-325.32803
4141,9.7698,-327.2839
4142,7.09596,-329.89175
4143,6.37608,-326.63196
4144,6.37608,-326.63196
4145,6.37608,-326.63196
4146,7.81584,-327.2839
4147,7.81584,-327.2839
4148,7.81584,-327.2839
4149,7.81584,-327.2839
4150,7.81584,-327.2839
4151,7.30164,-324.0241
4152,8.33004,-322.06824
4153,8.33004,-322.06824
4154,7.91868,-324.6761
4155,7.91868,-324.6761
4156,7.91868,-324.6761
4157,7.91868,-324.6761
4158,7.91868,-324.6761
4159,7.91868,-324.6761
4160,8.33004,-322.06824
4161,8.33004,-322.06824
4162,8.84424,-324.6761
4163,8.84424,-324.6761
4164,8.84424,-324.6761
4165,10.18116,-326.63196
4166,10.18116,-329.2398
4167,10.18116,-327.93588
4168,9.7698,-321.4163
4169,9.7698,-321.4163
4170,10.18116,-329.89175
4171,10.18116,-324.6761
4172,10.07832,-328.58783
4173,10.07832,-328.58783
4174,10.07832,-328.58783
4175,10.18116,-327.2839
4176,8.84424,-322.7202
4177,8.84424,-322.7202
4178,10.07832,-323.37216
4179,8.53572,-325.32803
4180,8.53572,-327.2839
4181,8.53572,-327.2839
4182,8.53572,-327.2839
4183,10.18116,-327.2839
4184,10.18116,-327.2839
4185,10.18116,-327.2839
4186,10.18116,-324.6761
4187,10.18116,-324.6761
4188,10.18116,-324.6761
4189,10.18116,-324.6761
4190,10.18116,-324.0241
4191,8.33004,-320.7643
4192,8.33004,-320.7643
4193,8.33004,-320.7643
4194,5.6562,-319.4604
4195,2.36532,-320.7643
4196,4.1136,-324.6761
4197,4.1136,-324.6761
4198,4.1136,-324.6761
4199,4.1136,-324.6761
4200,4.1136,-324.6761
4201,4.93632,-322.7202
4202,4.93632,-322.7202
4203,4.93632,-322.7202
4204,5.86188,-322.06824
4205,7.30164,-320.7643
4206,7.30164,-320.7643
4207,9.04992,-325.32803
4208,9.15276,-320.11237
4209,9.15276,-320.11237
4210,9.97548,-323.37216
4211,10.18116,-320.7643
4212,7.50732,-324.6761
4213,7.50732,-321.4163
4214,9.56412,-324.0241
4215,8.63856,-326.63196
4216,8.63856,-326.63196
4217,8.63856,-326.63196
4218,7.91868,-329.2398
4219,7.91868,-329.2398
4220,7.91868,-329.2398
4221,7.91868,-329.2398
4222,6.99312,-325.98
4223,6.99312,-325.98
4224,9.46128,-325.32803
4225,9.46128,-325.32803
4226,9.46128,-325.32803
4227,8.02152,-318.1565
4228,6.1704,-322.7202
4229,6.58176,-324.0241
4230,2.67384,-327.2839
4231,0.0,-329.2398
4232,0.0,-329.2398
4233,0.20568,-328.58783
4234,0.20568,-328.58783
4235,0.71988,-322.06824
4236,0.71988,-322.06824
4237,0.71988,-322.06824
4238,1.95396,-324.0241
4239,0.30852,-324.0241
4240,0.30852,-324.0241
4241,0.0,-323.37216
4242,0.0,-323.37216
4243,0.0,-323.37216
4244,3.5994,-328.58783
4245,3.5994,-328.58783
4246,4.42212,-326.63196
4247,4.42212,-326.63196
4248,4.42212,-326.63196
4249,4.42212,-326.63196
4250,4.52496,-322.06824
4251,4.52496,-322.06824
4252,4.52496,-322.06824
4253,5.03916,-324.6761
4254,5.03916,-324.6761
4255,5.03916,-324.6761
4256,5.24484,-321.4163
4257,4.01076,-328.58783
4258,4.01076,-327.2839
4259,4.01076,-327.2839
4260,4.01076,-327.2839
4261,4.01076,-327.2839
4262,3.80508,-329.89175
4263,3.80508,-329.89175
4264,5.45052,-324.0241
4265,5.45052,-324.0241
4266,4.93632,-324.0241
4267,4.93632,-324.0241
4268,6.1704,-323.37216
4269,6.47892,-327.2839
4270,6.89028,-327.2839
4271,4.83348,-325.98
4272,6.37608,-323.37216
4273,7.81584,-325.32803
4274,7.91868,-323.37216
4275,7.81584,-324.0241
4276,7.81584,-324.0241
4277,7.81584,-324.0241
4278,7.81584,-324.0241
4279,8.84424,-324.0241
4280,8.84424,-324.0241
4281,8.84424,-324.0241
4282,8.84424,-324.0241
4283,8.84424,-324.0241
4284,10.18116,-325.98
4285,10.18116,-328.58783
4286,8.84424,-328.58783
4287,8.84424,-328.58783
4288,6.78744,-327.93588
4289,6.78744,-327.93588
4290,5.55336,-324.6761
4291,5.55336,-324.6761
4292,5.75904,-321.4163
4293,5.75904,-321.4163
4294,8.02152,-322.06824
4295,8.02152,-322.06824
4296,9.56412,-324.6761
4297,9.56412,-325.98
4298,9.56412,-327.93588
4299,9.56412,-327.93588
4300,9.56412,-327.93588
4301,9.56412,-327.93588
4302,9.56412,-327.93588
4303,10.18116,-323.37216
4304,8.33004,-331.84763
4305,10.07832,-325.98
4306,10.18116,-325.98
4307,10.18116,-327.93588
4308,10.18116,-327.93588
4309,10.18116,-325.32803
4310,10.18116,-325.32803
4311,10.18116,-325.32803
4312,7.81584,-320.11237
4313,7.81584,-320.11237
4314,7.81584,-320.11237
4315,7.81584,-320.7643
4316,7.81584,-320.7643
4317,7.81584,-320.7643
4318,7.81584,-320.7643
4319,9.04992,-318.80844
4320,8.2272,-322.7202
4321,8.43288,-327.2839
4322,8.43288,-327.2839
4323,8.43288,-327.2839
4324,8.43288,-327.2839
4325,8.43288,-327.2839
4326,6.06756,-333.15155
4327,7.09596,-330.54373
4328,8.43288,-326.63196
4329,8.43288,-326.63196
4330,8.43288,-326.63196
4331,6.99312,-326.63196
4332,6.99312,-326.63196
4333,10.18116,-325.98
4334,10.18116,-325.98
4335,10.18116,-326.63196
4336,9.7698,-329.2398
4337,10.18116,-324.0241
4338,8.12436,-326.63196
4339,8.12436,-326.63196
4340,8.12436,-331.19568
4341,8.12436,-331.19568
4342,10.18116,-325.98
4343,10.18116,-325.98
4344,10.18116,-325.98
4345,10.18116,-327.2839
4346,9.2556,-329.2398
4347,9.2556,-329.2398
4348,8.12436,-324.6761
4349,8.12436,-324.6761
4350,6.06756,-328.58783
4351,6.1704,-326.63196
4352,6.1704,-326.63196
4353,6.1704,-326.63196
4354,6.78744,-325.32803
4355,6.78744,-325.32803
4356,9.04992,-329.2398
4357,7.50732,-324.0241
4358,5.75904,-324.0241
4359,5.75904,-324.0241
4360,5.75904,-324.0241
4361,5.75904,-324.0241
4362,5.75904,-324.0241
4363,5.75904,-324.0241
4364,5.75904,-324.0241
4365,4.42212,-329.89175
4366,3.80508,-327.2839
4367,3.80508,-327.2839
4368,3.80508,-327.2839
4369,4.01076,-325.32803
4370,4.01076,-325.32803
4371,2.87952,-320.7643
4372,4.6278,-329.89175
4373,2.87952,-325.32803
4374,0.82272,-325.98
4375,0.82272,-325.98
4376,0.0,-325.98
4377,0.0,-325.98
4378,0.0,-327.2839
4379,0.0,-327.2839
4380,0.0,-327.2839
4381,0.0,-322.7202
4382,0.0,-322.7202
4383,0.0,-327.93588
4384,0.41136,-325.32803
4385,0.0,-324.6761
4386,0.0,-324.6761
4387,0.0,-324.6761
4388,0.0,-324.6761
4389,1.0284,-324.6761
4390,1.0284,-324.6761
4391,1.0284,-324.6761
4392,1.0284,-324.6761
4393,0.5142,-325.98
4394,0.5142,-325.98
4395,2.15964,-325.32803
4396,2.77668,-325.32803
4397,2.0568,-326.63196
4398,2.0568,-326.63196
4399,2.0568,-324.0241
4400,2.0568,-324.0241
4401,1.95396,-321.4163
4402,1.95396,-321.4163
4403,3.49656,-321.4163
4404,3.49656,-321.4163
4405,2.87952,-329.89175
4406,2.87952,-329.89175
4407,1.95396,-326.63196
4408,0.82272,-325.32803
4409,1.5426,-326.63196
4410,0.82272,-327.2839
4411,0.0,-327.2839
4412,0.0,-327.2839
4413,0.0,-327.2839
4414,0.0,-327.2839
4415,0.0,-327.2839
4416,0.0,-327.2839
4417,0.0,-324.6761
4418,0.0,-324.6761
4419,0.0,-324.6761
4420,0.0,-324.6761
4421,0.0,-324.6761
4422,0.0,-324.6761
4423,0.0,-324.6761
4424,0.0,-323.37216
4425,0.0,-323.37216
4426,0.0,-323.37216
4427,0.0,-322.06824
4428,0.0,-322.06824
4429,0.0,-321.4163
4430,1.23408,-326.63196
4431,1.23408,-326.63196
4432,1.23408,-326.63196
4433,1.23408,-326.63196
4434,1.23408,-326.63196
4435,1.23408,-326.63196
4436,4.31928,-325.32803
4437,3.5994,-324.6761
4438,3.5994,-324.6761
4439,3.5994,-324.6761
4440,2.87952,-329.2398
4441,2.87952,-329.2398
4442,3.90792,-323.37216
4443,3.90792,-323.37216
4444,3.90792,-323.37216
4445,3.90792,-323.37216
4446,3.18804,-329.2398
4447,3.18804,-329.2398
4448,3.80508,-327.2839
4449,5.24484,-325.98
4450,5.24484,-325.98
4451,5.24484,-325.98
4452,5.24484,-325.98
4453,6.06756,-327.93588
4454,6.06756,-329.89175
4455,4.01076,-324.6761
4456,4.01076,-330.54373
4457,4.01076,-330.54373
4458,4.52496,-328.58783
4459,4.52496,-328.58783
4460,2.98236,-327.93588
4461,2.98236,-327.93588
4462,2.98236,-327.93588
4463,2.98236,-330.54373
4464,2.98236,-330.54373
4465,2.98236,-330.54373
4466,2.77668,-327.93588
4467,2.77668,-327.93588
4468,2.77668,-327.93588
4469,2.77668,-327.93588
4470,2.77668,-327.93588
4471,2.77668,-327.93588
4472,2.77668,-327.93588
4473,2.77668,-327.93588
4474,3.0852,-327.93588
4475,3.0852,-327.93588
4476,2.26248,-329.2398
4477,2.26248,-329.2398
4478,2.26248,-329.2398
4479,2.26248,-329.2398
4480,2.26248,-329.2398
4481,0.71988,-327.2839
4482,0.0,-327.2839
4483,0.0,-327.2839
4484,0.0,-327.2839
4485,0.0,-327.2839
4486,0.10284,-324.0241
4487,1.0284,-324.0241
4488,1.0284,-324.0241
4489,1.0284,-324.0241
4490,1.0284,-324.0241
4491,1.0284,-324.0241
4492,0.0,-325.32803
4493,0.0,-325.32803
4494,0.0,-325.32803
4495,0.0,-325.32803
4496,0.71988,-325.32803
4497,0.71988,-325.32803
4498,0.71988,-325.32803
4499,0.71988,-325.32803
4500,0.71988,-325.32803
4501,0.0,-324.6761
4502,1.33692,-320.11237
4503,1.0284,-320.11237
4504,1.0284,-320.11237
4505,1.0284,-320.11237
4506,0.92556,-329.2398
4507,0.92556,-329.2398
4508,0.92556,-329.2398
4509,0.92556,-329.2398
4510,0.5142,-324.0241
4511,0.5142,-324.0241
4512,0.5142,-324.0241
4513,0.5142,-324.0241
4514,0.5142,-324.0241
4515,0.5142,-324.0241
4516,0.5142,-324.0241
4517,0.5142,-324.0241
4518,0.5142,-324.0241
4519,0.5142,-324.0241
4520,0.5142,-324.0241
4521,0.5142,-324.0241
4522,0.5142,-324.0241
4523,0.20568,-325.98
4524,0.20568,-325.98
4525,2.87952,-324.0241
4526,3.5994,-324.0241
4527,1.5426,-324.0241
4528,1.23408,-324.0241
4529,1.23408,-324.0241
4530,2.15964,-326.63196
4531,2.15964,-326.63196
4532,3.39372,-324.0241
4533,3.39372,-324.0241
4534,4.01076,-327.93588
4535,0.82272,-325.32803
4536,0.0,-328.58783
4537,1.95396,-325.98
4538,1.95396,-325.98
4539,2.15964,-322.06824
4540,2.15964,-322.06824
4541,1.95396,-328.58783
4542,1.95396,-326.63196
4543,1.95396,-326.63196
4544,1.95396,-326.63196
4545,1.95396,-326.63196
4546,1.95396,-326.63196
4547,1.95396,-326.63196
4548,1.95396,-326.63196
4549,1.95396,-326.63196
4550,1.95396,-326.63196
4551,1.95396,-326.63196
4552,1.95396,-326.63196
4553,1.95396,-326.63196
4554,1.95396,-326.63196
4555,0.0,-322.06824
4556,0.0,-322.06824
4557,0.0,-322.06824
4558,0.0,-322.06824
4559,0.0,-322.06824
4560,0.0,-322.06824
4561,0.0,-322.06824
4562,0.5142,-324.6761
4563,4.01076,-324.6761
4564,4.01076,-324.6761
4565,4.01076,-324.6761
4566,4.01076,-324.6761
4567,4.01076,-324.6761
4568,5.6562,-328.58783
4569,5.6562,-328.58783
4570,4.73064,-325.32803
4571,4.73064,-325.32803
4572,4.73064,-325.32803
4573,4.73064,-325.32803
4574,4.73064,-325.32803
4575,4.73064,-325.32803
4576,4.42212,-320.11237
4577,4.42212,-320.11237
4578,4.93632,-331.19568
4579,4.93632,-331.19568
4580,4.52496,-325.98
4581,4.52496,-325.98
4582,5.03916,-324.0241
4583,5.142,-324.6761
4584,5.6562,-327.93588
4585,5.6562,-327.93588
4586,5.45052,-324.6761
4587,7.1988,-327.2839
4588,7.1988,-327.2839
4589,7.1988,-327.2839
4590,8.84424,-321.4163
4591,8.84424,-321.4163
4592,7.1988,-325.98
4593,7.1988,-325.98
4594,6.37608,-327.2839
4595,6.37608,-327.2839
4596,6.37608,-327.2839
4597,6.37608,-327.2839
4598,6.6846,-324.0241
4599,6.6846,-324.0241
4600,4.31928,-328.58783
4601,6.58176,-323.37216
4602,6.27324,-327.93588
4603,5.55336,-327.2839
4604,5.55336,-327.2839
4605,5.55336,-327.2839
4606,5.55336,-327.2839
4607,5.55336,-327.2839
4608,5.55336,-327.2839
4609,5.6562,-327.93588
4610,5.6562,-327.93588
4611,5.6562,-327.93588
4612,5.6562,-327.93588
4613,5.6562,-327.93588
4614,6.58176,-327.2839
4615,6.58176,-327.2839
4616,5.96472,-327.93588
4617,6.1704,-328.58783
4618,4.52496,-328.58783
4619,4.52496,-328.58783
4620,2.15964,-326.63196
4621,0.5142,-324.0241
4622,0.5142,-324.0241
4623,0.92556,-322.7202
4624,1.23408,-326.63196
4625,1.23408,-326.63196
4626,3.18804,-327.93588
4627,1.5426,-328.58783
4628,0.0,-322.06824
4629,1.33692,-327.2839
4630,1.33692,-327.2839
4631,1.33692,-327.2839
4632,1.43976,-328.58783
4633,1.43976,-328.58783
4634,0.0,-323.37216
4635,0.0,-323.37216
4636,0.0,-323.37216
4637,0.0,-323.37216
4638,0.0,-323.37216
4639,0.30852,-324.0241
4640,0.30852,-327.2839
4641,0.30852,-327.2839
4642,0.30852,-327.2839
4643,0.30852,-325.32803
4644,0.30852,-325.32803
4645,0.0,-329.2398
4646,0.0,-329.2398
4647,0.61704,-322.06824
